t,银行业,证券业,保险业,多元金融,房地产
2015w31,-0.090703,-0.109103,-0.126117,-0.047046,-0.067087
2015w32,0.008896,-0.022738,-0.012303,-0.02212,0.038549
2015w33,0.000293,0.062408,0.046881,0.106619,0.045872
2015w34,-0.059913,-0.080054,-0.073715,-0.008512,-0.038126
2015w35,-0.119723,-0.250399,-0.145325,-0.172053,-0.182869
2015w36,0.126099,0.029809,0.069324,-0.02287,0.070658
2015w37,-0.028778,0.034229,0.001985,0.045227,-0.006895
2015w38,0.009084,-0.053371,0.018079,-0.065634,-0.023752
2015w39,-0.016035,0.024228,0.023156,0.047897,0.007791
2015w40,-0.044804,-0.110968,-0.039636,-0.003815,-0.081493
2015w41,0.016266,0.063498,0.036937,0.048797,0.031535
2015w42,0.022611,0.08156,0.042374,0.042945,0.051366
2015w43,0.019289,0.045172,0.034038,0.015844,0.023492
2015w44,3.1e-05,-0.002949,0.038507,0.013152,0.001541
2015w45,0.015711,0.100327,0.016758,0.029017,0.017822
2015w46,0.058567,0.158178,0.044907,0.086563,0.050415
2015w47,-0.006023,-0.020275,-0.011833,0.063489,0.023933
2015w48,-0.007661,-0.027609,0.004569,0.080761,0.001771
2015w49,0.009725,-0.043575,0.00533,0.04138,0.053391
2015w50,-0.007202,-0.01494,-0.0098,0.054277,0.017339
2015w51,0.000726,0.087166,0.022144,0.034212,0.064939
2015w52,0.039264,0.021234,0.046546,0.080802,0.094318
2016w1,-0.024572,-0.115232,0.861933,-0.013124,-0.067511
2016w2,-0.052715,-0.124386,-0.085934,-0.09674,-0.102145
2016w3,-0.050717,-0.09753,-0.101717,-0.078246,-0.057255
2016w4,-0.017683,0.004944,-0.022862,-0.010414,-0.000111
2016w5,-0.04151,-0.09386,-0.056592,-0.099728,-0.045939
2016w6,-0.01259,0.000538,-0.008434,-0.005164,0.033488
2016w9,0.000929,0.010925,0.06824,0.021428,0.00552
2016w10,0.013292,-0.020434,0.008927,-0.068081,0.029912
2016w11,0.038164,0.020593,0.013671,-0.007429,-0.017773
2016w12,0.005078,0.02994,-0.000789,0.027769,-0.00597
2016w13,0.009162,0.120969,0.040116,0.078606,0.022464
2016w14,0.029371,-0.044033,0.018571,-0.017721,-0.001796
2016w15,0.002779,0.006527,0.001248,0.02487,0.016089
2016w16,0.006169,0.016369,0.004062,0.01522,-0.000639
2016w17,-0.001283,-0.027312,0.019083,-0.03942,-0.026576
2016w18,0.003115,-0.027544,-0.004677,-0.035395,-0.009608
2016w19,0.005617,-0.002289,-0.009879,0.009786,0.013906
2016w20,-0.020918,-0.070168,-0.044757,-0.068628,-0.026633
2016w21,0.000529,0.004591,-0.003232,-0.007899,-0.012747
2016w22,-0.001256,0.007102,-0.005622,-0.001801,-0.004064
2016w23,0.026794,0.063016,0.02698,0.039357,0.009008
2016w24,-0.001059,0.006899,-0.0012,0.001083,0.010078
2016w25,-0.014672,-0.037029,-0.01989,-0.039235,-0.023343
2016w26,0.003041,0.029914,0.003349,0.014305,-0.001728
2016w27,-0.037756,-0.077132,-0.010413,0.045923,0.020384
2016w28,0.012949,0.033696,0.019421,0.062222,-0.001652
2016w29,0.002474,0.013401,0.012467,0.01527,-0.001206
2016w30,0.007969,-0.023222,0.008311,0.031418,-0.005061
2016w31,-0.00331,-0.019114,0.021513,-0.008564,-0.01169
2016w32,-0.000243,-0.009843,-0.029296,0.026423,0.001492
2016w33,0.020211,0.02278,0.00453,0.018959,0.040755
2016w34,0.033646,0.072467,0.035318,0.061514,0.10406
2016w35,-0.009035,-0.026822,-0.013618,-0.033978,-0.035286
2016w36,-0.000546,-0.005549,0.005443,-0.003232,-0.013327
2016w37,-0.002922,-0.002843,0.022275,0.004098,-0.006774
2016w38,-0.025104,-0.035399,-0.020938,-0.031803,-0.010246
2016w39,0.001829,-0.002566,0.005876,0.02853,0.025363
2016w40,-0.002132,-0.010375,-0.015334,0.015741,0.001409
2016w43,-0.000269,-0.002114,-0.01191,0.008389,-0.010001
2016w44,0.014257,0.027065,0.00835,0.006171,0.030475
2016w45,-0.000885,0.020891,0.003257,-0.016083,0.005626
2016w46,0.005711,0.021851,0.004505,0.00143,0.005959
2016w47,0.007317,0.032654,0.013288,0.009972,0.01083
2016w48,0.028954,-0.010089,0.058169,-0.00156,0.032879
2016w49,0.016858,-0.001396,0.000811,-0.004757,0.017302
2016w50,8.9e-05,-0.053993,-0.019483,-0.00334,-0.035124
2016w51,-0.005397,-0.040365,-0.014712,-0.022221,-0.042485
2016w52,-0.03911,-0.01414,-0.033608,0.015397,-0.021456
2017w3,-0.004313,-0.007611,-0.004488,-0.010773,-0.009098
2017w4,0.019527,0.00261,0.004068,-0.015882,-0.007125
2017w5,0.010888,0.009037,0.012351,0.002733,0.006881
2017w6,-0.003885,-0.009532,-0.020683,0.01065,0.00153
2017w7,0.000156,0.006745,0.016909,0.013298,0.010212
2017w8,0.019107,0.013532,0.003837,0.007225,0.006391
2017w9,0.014102,0.008252,0.005672,0.007539,0.009438
2017w10,-0.012393,-0.018747,-0.024779,0.005925,-0.031803
2017w11,-0.008044,-0.005002,-0.003131,-0.000755,0.006423
2017w12,0.001214,-0.000773,0.005759,0.000123,0.017374
2017w13,-0.0177,-0.016735,-0.012479,-0.017065,-0.020763
2017w14,0.006284,-0.007347,0.004355,-0.025324,-0.016886
2017w15,0.01295,-0.005939,0.039196,0.039143,0.037839
2017w16,-0.012227,-0.006738,-0.014237,0.013741,0.052913
2017w17,-0.026464,-0.019211,-0.029808,-0.024895,-0.033083
2017w18,0.000282,-0.001164,0.025232,-0.021826,-0.028647
2017w19,-0.01891,-0.021596,0.011233,-0.008557,-0.030744
2017w20,0.007772,-0.01922,0.031689,-0.045503,-0.035167
2017w21,0.01454,0.012854,0.022776,-0.009849,0.020514
2017w22,0.0201,0.003328,0.033237,-0.028376,0.004438
2017w23,0.025437,0.029501,0.008814,-0.014005,0.036415
2017w24,-0.011855,-0.002946,0.011395,0.012647,0.008021
2017w25,-0.007272,-0.007954,0.017694,0.035023,-0.004819
2017w26,0.002658,0.021981,0.01836,0.023693,0.003881
2017w27,0.027524,0.003209,0.028697,0.037971,0.043412
2017w28,-0.026838,-0.015025,-0.013921,0.012005,0.004282
2017w29,0.024657,0.020859,0.04621,-0.001885,0.009272
2017w30,0.040715,0.011321,0.054646,-0.004339,-0.001946
2017w31,-0.000495,0.0011,-0.019817,0.024801,-0.005267
2017w32,0.004512,0.015272,-0.00196,-0.006315,-0.008541
2017w33,-0.023664,-0.015584,-0.036163,-0.023256,-0.027424
2017w34,-0.013124,-0.006783,0.003789,-0.000702,-0.009578
2017w35,0.021143,0.003556,0.029791,-0.006422,0.02316
2017w36,0.027301,0.072218,0.047006,0.016331,0.006916
2017w37,-0.001848,-0.000179,-0.006387,0.000666,0.00675
2017w38,-0.010202,-0.005099,-0.024141,-0.006933,0.025092
2017w39,-0.006188,0.001447,-0.0148,-0.001839,0.027663
2017w40,-0.001363,-0.007982,-0.001331,-0.015475,-0.057859
2017w43,0.006867,-0.022234,0.027891,-0.016868,-0.013514
2017w44,-0.010403,-0.009997,0.029833,0.007702,0.018071
2017w45,-0.005889,-0.025077,0.091326,-0.029066,-0.003062
2017w46,-0.005876,0.016274,0.038687,-0.008278,-0.020711
2017w47,0.009418,-0.006744,0.052377,-0.016347,0.00344
2017w48,0.045983,0.011252,0.01448,-0.037526,0.034886
2017w49,-0.014562,-0.00801,-0.070319,-0.013626,0.0072
2017w50,-0.003014,-0.005801,-0.011191,0.001825,-0.006376
2017w51,-0.018334,-0.030623,-0.002569,0.004679,-0.014404
2017w52,0.002491,-0.030294,0.015779,-0.00842,-0.021727
2018w1,0.020319,0.067825,0.020185,0.01063,0.103029
2018w2,0.012986,0.021975,-0.004509,0.002838,0.077919
2018w3,0.058703,0.019128,0.052077,-0.015194,0.045765
2018w4,0.048365,0.055753,-0.01138,0.01777,0.008199
2018w5,-0.001727,-0.035402,-0.035185,-0.017178,-0.020865
2018w6,-0.008967,-0.065202,-0.026773,-0.068252,-0.076125
2018w7,-0.065304,-0.075724,-0.064732,-0.015349,-0.062192
2018w8,0.034833,0.01477,0.044597,0.017014,0.029912
2018w9,-0.022241,0.01273,-0.001282,0.02556,-0.022192
2018w10,-0.01371,0.004197,0.008435,0.024247,0.010324
2018w11,-0.009793,0.004326,0.009244,0.012313,-0.013925
2018w12,-0.010131,-0.024459,0.009475,0.013781,-0.033248
2018w13,-0.0444,-0.015124,-0.07198,-0.035485,-0.021172
2018w14,-0.011928,0.056746,0.003795,0.001265,0.035475
2018w15,0.021195,-0.000982,0.019609,0.009803,0.001518
2018w16,-0.030522,-0.028863,-0.037638,-0.027937,-0.052093
2018w17,0.009646,0.000264,0.007576,-0.012213,0.002086
2018w18,-0.0074,0.024326,-0.014535,0.006207,-0.01835
2018w19,0.011726,0.007879,0.044003,0.00901,0.02052
2018w20,0.005673,-0.01726,0.002253,-0.008807,-0.007589
2018w21,-0.015073,-0.012156,-0.01418,-0.005963,-0.009905
2018w22,-0.026959,-0.051586,-0.01765,-0.042446,-0.034605
2018w23,-0.003611,-0.013288,0.017394,-0.012349,0.018515
2018w24,-0.016481,-0.031607,-0.007452,-0.023967,-6.4e-05
2018w25,-0.01044,-0.096362,-0.035019,-0.073552,-0.024956
2018w26,-0.042058,-0.005197,-0.04883,0.014132,-0.066762
2018w27,-0.052711,-0.064915,-0.03732,-0.007152,-0.057633
2018w28,0.035794,0.005323,0.031098,-0.005815,0.028522
2018w29,-0.022773,-0.006689,-4.9e-05,-0.027619,-0.014442
2018w30,0.047997,0.041251,0.039604,0.045579,0.051771
2018w31,-0.012513,-0.035501,-0.032407,-0.019995,-0.03219
2018w32,-0.002333,0.004825,-0.014692,-0.038289,-0.021701
2018w33,-0.025681,-0.00631,-0.013598,-0.021272,-0.001126
2018w34,0.011595,0.006397,0.024111,-0.00858,-0.006671
2018w35,0.026992,0.00484,0.006855,-0.00452,0.023527
2018w36,-0.008833,-0.023705,-0.01163,-0.003958,-0.011368
2018w37,-0.01247,-0.027982,-0.025521,-0.007763,-0.020627
2018w38,0.023104,0.021342,0.025144,0.005295,0.031492
2018w39,0.038906,0.019521,0.040911,0.01502,0.004179
2018w42,-0.008555,-0.082652,-0.032816,-0.082964,-0.065487
2018w43,0.042721,0.138907,0.082936,0.100598,0.06656
2018w44,0.003021,0.054,-0.033531,0.022199,0.039155
2018w45,-0.010157,0.018507,0.020629,0.096797,0.013133
2018w46,-0.020207,0.025895,-0.00679,0.073992,0.030231
2018w47,0.000381,0.030304,-0.010944,0.039407,0.060731
2018w48,-0.01123,-0.034078,-0.027258,-0.083818,-0.042132
2018w49,0.01406,0.027443,0.016201,-0.007151,0.001297
2018w50,-0.018814,-0.031559,-0.031635,-0.033134,0.005273
2018w51,-0.021219,-0.031519,-0.015761,0.006482,-0.021095
2018w52,-0.024144,-0.046013,-0.041096,-0.022254,-0.033285
2019w1,-0.002169,0.127285,-0.095756,-0.034579,0.002082
2019w2,0.020678,0.04578,0.005869,0.039951,0.033769
2019w3,0.01796,0.015226,0.019511,0.006765,0.003067
2019w4,0.018899,-0.008642,0.034565,-0.013782,-0.000649
2019w5,0.026452,-0.00065,0.016154,-0.063268,0.025198
2019w8,0.004575,0.08806,0.053224,0.160132,0.016098
2019w9,0.06978,0.161775,0.121008,0.206795,0.070539
2019w10,0.016408,0.024865,0.009698,0.039624,0.05276
2019w11,-0.032276,-0.027136,-0.038658,-0.043467,-0.004273
2019w12,0.014421,0.009955,0.028734,0.035522,0.052044
2019w13,-0.026538,-0.04927,-0.034726,-0.046342,-0.026611
2019w14,0.050013,0.093664,0.082106,0.074703,0.105574
2019w15,0.011561,-0.013539,0.01293,-0.024684,0.021479
2019w16,0.024536,-0.018243,0.051812,0.007489,-0.026853
2019w17,-0.027722,-0.021494,-0.014802,-0.045144,-0.054971
2019w18,-0.000575,-0.029643,-0.009033,-0.087413,-0.014282
2019w19,-0.042505,-0.089106,-0.087894,-0.035235,-0.058143
2019w20,-0.011122,-0.008279,-0.021457,0.022062,0.007186
2019w21,0.001245,-0.023941,-0.013475,-0.025159,-0.031239
2019w22,0.002485,0.017643,0.030181,0.010205,-0.003516
2019w23,-0.002535,-0.017142,-0.009745,-0.042734,-0.015631
2019w24,0.018935,0.018448,0.024218,-0.008153,0.021479
2019w25,0.015205,0.057941,0.031031,0.017348,0.000174
2019w26,-0.002575,0.050451,0.022238,0.022663,0.005897
2019w27,-0.04091,-0.014261,0.010391,0.009485,-0.002153
2019w28,-0.030741,-0.030097,-0.024639,-0.047658,-0.024405
2019w29,-0.000849,0.01844,0.025486,0.010094,0.015695
2019w30,0.010865,-0.001597,0.006348,-0.023322,0.002541
2019w31,0.00332,-0.031431,0.02781,0.003354,-0.030854
2019w32,-0.040026,-0.065469,-0.034222,-0.075278,-0.06238
2019w33,0.008142,0.003226,0.004937,-0.008429,-0.000846
2019w34,-0.004227,0.051459,0.029128,0.037909,0.028698
2019w35,-0.009809,-0.014693,-0.005036,-0.016696,-0.023488
2019w36,0.020972,0.038554,0.004482,0.038512,0.008341
2019w37,0.019498,0.051098,0.015856,0.048439,0.030332
2019w38,-0.001521,-0.022443,-0.016745,-0.027724,-0.002507
2019w39,0.00292,-0.030213,-0.027698,-0.038279,-0.025601
2019w40,-0.006068,-0.00696,-0.02768,-0.057461,-0.039831
2019w41,0.028902,0.002846,0.016693,0.012527,0.037382
2019w42,0.030933,0.013251,0.025924,0.024607,0.01411
2019w43,0.001782,-0.029993,-0.004439,-0.031265,-0.00221
2019w44,-0.005694,0.003314,0.003002,0.008678,-0.019016
2019w45,0.02021,0.0047,0.035398,-0.010143,0.000226
2019w46,-0.026785,-0.035066,-0.022328,-0.03663,-0.034174
2019w47,-0.00597,-0.003782,-0.011106,-0.009759,0.003375
2019w48,-0.006287,-0.001372,-0.014343,-0.012474,0.01643
2019w49,-0.007289,0.0153,-0.005191,0.00045,0.001628
2019w50,0.007455,0.013306,0.015669,0.009707,0.015225
2019w51,0.026625,0.058977,0.032506,0.064373,0.039361
2019w52,-0.00292,-0.007837,-0.015593,-0.016407,-0.005116
2020w1,0.024455,0.167386,0.05145,0.097324,0.046304
2020w2,-0.002053,-0.00304,-0.006365,0.007768,-0.007709
2020w3,-0.011084,5.3e-05,-0.006249,-0.009078,-0.000343
2020w4,-0.020659,-0.011307,-0.023385,-0.0276,-0.035104
2020w7,0.007585,0.034957,0.010998,0.049982,0.038067
2020w8,0.018401,0.093787,0.030404,0.071021,0.037332
2020w9,-0.017189,0.008775,-0.029145,0.001172,-0.009904
2020w10,0.00994,0.009533,-0.006857,0.010676,0.058806
2020w11,-0.01997,-0.027596,-0.038941,-0.013394,-0.030453
2020w12,-0.055612,-0.077001,-0.081482,-0.11195,-0.09135
2020w13,-0.002025,-0.011348,0.006886,-0.017084,-0.00738
2020w14,0.022495,-0.003934,0.013077,0.032914,0.032751
2020w15,0.003549,0.019912,-0.003693,0.029214,0.004121
2020w16,-0.002533,0.002761,0.009656,-0.01228,-0.005868
2020w17,-0.004352,-0.014141,0.020212,-0.003628,-0.015984
2020w18,0.03732,-0.004479,0.008442,0.008156,0.014644
2020w19,0.002179,0.024591,-0.000323,0.008938,-0.000856
2020w20,-0.003114,-0.004649,-0.011534,-0.007546,-0.016409
2020w21,-0.003075,-0.019261,-0.02164,-0.016181,-0.015386
2020w22,-0.001714,-0.023116,-0.038318,0.000479,-0.005475
2020w23,0.021167,0.034914,0.039346,0.01269,0.034509
2020w24,-0.006808,-0.00774,0.013963,-0.019148,-0.002185
2020w25,-0.015775,0.012963,-0.020701,0.011433,-0.00225
2020w26,-0.005797,0.094099,0.020077,0.030608,0.008917
2020w27,0.013874,0.092539,0.040996,0.052567,0.065851
2020w28,0.112056,0.272114,0.207116,0.137942,0.165842
2020w29,-0.07823,-0.03049,-0.052972,-0.009135,-0.06804
2020w30,-0.012633,-0.041368,-0.004144,-0.044897,-0.025326
2020w31,-0.032091,-0.034968,-0.04179,-0.051539,-0.039618
2020w32,0.017549,0.037646,0.036269,0.04427,0.023145
2020w33,0.010964,-0.015565,0.010565,-0.03271,0.013191
2020w34,0.02,0.037214,0.067482,0.019481,0.010079
2020w35,-0.015063,-0.022041,-0.042848,-0.030539,-0.02751
2020w36,-0.007076,0.027178,-0.015856,-0.007924,-0.009657
2020w37,-0.008365,-0.038926,-0.008119,-0.027272,-0.001265
2020w38,0.002453,-0.008821,0.018645,0.00157,0.003241
2020w39,-0.007748,0.021781,0.007288,-0.005098,-0.004215
2020w40,-0.031846,-0.001075,-0.02688,0.170604,-0.015184
2020w41,-0.001705,0.008474,0.012673,0.01686,-0.001933
2020w42,0.031821,0.018725,0.036725,0.013455,0.007288
2020w43,0.026415,-0.015476,0.017165,-0.01354,-0.010465
2020w44,-0.018624,-0.050474,-0.031816,-0.032934,-0.022227
2020w45,-0.000322,0.004584,-0.039133,-0.016424,0.001003
2020w46,0.015352,0.032188,0.012585,-0.007324,0.012507
2020w47,0.009409,-0.012078,0.007439,0.00612,0.016721
2020w48,0.031054,0.009783,0.034175,0.005572,0.009206
2020w49,0.025782,0.03583,0.042428,0.013856,0.007935
2020w50,-0.040121,-0.052308,-0.039323,-0.045274,-0.040743
2020w51,-0.013052,-0.021179,-0.01726,-0.043404,-0.017714
2020w52,-0.017659,-0.027378,-0.033002,-0.009533,-0.022223
2021w1,0.018486,0.038198,0.01486,0.078009,-0.012044
2021w2,0.00496,0.050425,0.007791,-0.002468,-0.02179
2021w3,0.026513,0.008556,0.007654,-0.023911,-0.012554
2021w4,0.026687,-0.003825,-0.004218,0.008977,0.018119
2021w5,-0.012947,-0.048565,-0.061844,-0.025837,-0.067866
2021w6,0.026825,-0.042964,-0.046998,-0.032361,-0.030694
2021w7,0.023111,-0.021731,-0.002822,-0.004955,0.010621
2021w8,0.007838,0.030138,0.062447,0.054045,0.029742
2021w9,-0.010367,-0.020412,0.025037,0.035333,0.016316
2021w10,-0.001808,-0.02326,-0.004476,-0.001256,0.010934
2021w11,-0.003728,-0.006837,-0.020102,-0.012575,-0.01432
2021w12,0.019444,-0.015881,-0.013166,-0.00024,0.023889
2021w13,-0.017073,0.018079,-0.030642,0.008869,-0.022238
2021w14,0.011765,0.042948,0.016536,0.110006,0.004523
2021w15,-0.010951,-0.004568,-0.019495,0.005411,0.004942
2021w16,-0.013492,-0.026394,-0.032976,0.001349,-0.010455
2021w17,0.00761,0.014452,0.001666,0.012506,-0.004825
2021w18,-0.00819,-0.02321,-0.010925,-0.034558,-0.023172
2021w19,0.003349,-0.013957,-0.01493,-0.005181,-0.011525
2021w20,0.007637,0.011321,0.009169,0.015977,-0.012954
2021w21,0.003471,0.03151,0.020573,0.016043,-0.008084
2021w22,0.013016,0.042671,0.026158,0.024528,0.014474
2021w23,-0.006381,-0.004132,-0.020727,0.008075,-0.004248
2021w24,-0.007211,0.0064,-0.012322,0.00955,-0.017263
2021w25,-0.020962,-0.039488,-0.054721,-0.024221,-0.035696
2021w26,-0.005887,0.002514,-0.003715,0.007637,-0.003064
2021w27,-0.021248,-0.001019,-0.019343,-0.104548,-0.018483
2021w28,-0.012627,-0.032641,-0.025165,-0.015931,-0.001846
2021w29,-0.031448,0.008854,-0.029565,-0.007994,-0.021123
2021w30,-0.016708,0.003713,-0.000943,-0.004734,-0.039263
2021w31,-0.050014,-0.03477,-0.06712,0.000279,-0.090195
2021w32,-0.015637,0.006004,-0.007642,0.03378,0.005325
2021w33,0.031303,0.023026,0.022158,0.028205,0.064925
2021w34,0.005668,0.038588,0.004563,0.041086,0.009346
2021w35,-0.011433,0.025527,-0.022039,0.0379,-0.033938
2021w36,0.00517,0.0313,0.019204,0.068292,0.025508
2021w37,0.032572,0.061803,0.03328,0.00642,0.032021
2021w38,-0.013004,-0.025392,-0.020791,-0.027793,-0.022033
2021w39,-0.028547,-0.019804,-0.03356,-0.012985,0.007158
2021w40,-0.021991,-0.053765,0.009816,-0.012705,0.236521
2021w41,0.016496,0.007406,0.047734,0.005463,0.018623
2021w42,0.013802,-0.027537,-0.000148,-0.023124,-0.003258
2021w43,0.001486,-0.001231,0.000504,0.006226,-0.036922
2021w44,0.000161,-0.011288,-0.015132,-0.02841,-0.041784
2021w45,-0.020582,-0.023744,-0.043047,-0.024838,-0.047011
2021w46,-0.005601,0.011429,0.001562,0.044566,0.030611
2021w47,0.007077,-0.001293,0.003847,0.016444,0.010882
2021w48,-0.006232,0.010447,-0.011081,-0.003678,-0.015345
2021w49,-0.001797,-0.003138,-0.013982,-0.000904,-0.010735
2021w50,0.020299,0.042567,0.025271,0.008995,0.046572
2021w51,-0.011405,-2.5e-05,0.003201,0.005856,-0.012142
2021w52,-0.001787,-0.011109,0.001474,-0.004014,0.044641
2022w3,0.014455,-0.013569,0.00503,0.005162,0.013579
2022w4,0.004687,-0.006828,-0.008722,-0.009299,-0.006995
2022w5,-0.005781,-0.018986,-0.031664,-0.034283,-0.032948
2022w8,-0.007914,-0.024798,0.012025,0.002354,-0.023012
2022w9,-0.010136,-0.019113,-0.026546,-0.018684,0.005581
2022w10,-0.009901,-0.019466,-0.023743,0.00547,-0.014695
2022w11,-0.032539,-0.063502,-0.066326,-0.042704,-0.039734
2022w12,-0.026218,-0.015244,-0.043777,-0.013942,-0.046275
2022w13,0.023513,0.002891,0.021768,0.032701,0.108715
2022w14,0.047842,-0.005772,0.012268,0.649146,0.108893
2022w15,0.033684,0.009544,0.026824,0.010528,0.078674
2022w16,-0.009019,-0.010697,-0.014623,-0.04955,-0.037198
2022w17,-0.012995,-0.030533,-0.029959,-0.0379,-0.065637
2022w18,-0.02374,-0.088506,-0.061231,-0.079031,-0.08621
2022w19,-0.01157,-0.004275,0.006031,0.019928,0.032899
2022w20,-0.014381,0.015646,0.005026,0.015275,-0.009251
2022w21,0.002829,0.022849,-0.007332,0.006327,0.014149
2022w22,-0.000442,0.004921,-0.004262,0.009465,-0.037845
2022w23,-0.00429,0.009978,0.012127,0.031483,-0.026771
2022w24,0.006544,0.053995,0.015791,0.011049,-0.016078
2022w25,0.007825,0.084394,0.063116,0.023798,0.003575
2022w26,-0.005689,-0.018732,0.062766,-0.013108,0.016
2022w27,-0.009023,-0.033521,0.040265,-0.176178,0.043802
2022w28,-0.010776,-0.030221,-0.015309,-0.018994,-0.014247
2022w29,-0.031088,-0.026947,-0.040625,-0.002965,-0.038357
2022w30,-0.025144,-0.00231,-0.015396,0.007687,-0.027845
2022w31,-0.00204,-0.010103,-0.013228,0.006879,0.026397
2022w32,-0.027064,-0.032796,-0.042722,-0.037928,-0.058531
2022w33,0.003408,0.023886,0.011035,0.027421,-0.002003
2022w34,-0.000175,0.026915,0.020306,0.030058,0.027729
2022w35,-0.002578,-0.007191,0.019909,-0.007322,-0.002977
2022w36,0.006755,0.001194,0.027694,0.006962,-0.004087
2022w37,0.006611,0.008137,0.00851,0.014784,0.026765
2022w38,0.011789,-0.017524,0.010604,-0.023546,0.001441
2022w39,-0.009943,-0.047791,-0.043506,-0.031435,-0.041209
